QSO3_SC_A,QSO3_SC_R,QSO3_SC_N,QSO3_SC_D,QSO3_SC_C,QSO3_SC_Q,QSO3_SC_E,QSO3_SC_G,QSO3_SC_H,QSO3_SC_I,QSO3_SC_L,QSO3_SC_K,QSO3_SC_M,QSO3_SC_F,QSO3_SC_P,QSO3_SC_S,QSO3_SC_T,QSO3_SC_W,QSO3_SC_Y,QSO3_SC_V,QSO3_G_A,QSO3_G_R,QSO3_G_N,QSO3_G_D,QSO3_G_C,QSO3_G_Q,QSO3_G_E,QSO3_G_G,QSO3_G_H,QSO3_G_I,QSO3_G_L,QSO3_G_K,QSO3_G_M,QSO3_G_F,QSO3_G_P,QSO3_G_S,QSO3_G_T,QSO3_G_W,QSO3_G_Y,QSO3_G_V,QSO3_SC1,QSO3_SC2,QSO3_SC3,QSO3_G1,QSO3_G2,QSO3_G3
0.333,0.333,0.0,0.0,0.666,0.333,0.666,0.333,0.0,0.666,0.333,0.666,0.333,0.0,0.333,0.666,0.333,0.0,0.0,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372,0.2405,0.1892,0.2372,0.2405,0.1892
1.0094,0.0,0.0,0.5047,0.0,0.5047,0.5047,1.0094,0.0,0.5047,0.5047,0.0,0.0,0.5047,1.0094,0.0,0.5047,0.5047,0.5047,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2,0.1633,0.1319,0.2,0.1633,0.1319
0.3479,0.3479,0.3479,0.3479,0.3479,0.0,1.0436,0.0,0.3479,0.6957,0.3479,0.6957,0.6957,0.0,0.3479,0.0,0.0,0.3479,0.3479,0.3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1617,0.2411,0.2494,0.1617,0.2411,0.2494
0.0,0.6131,0.0,0.9197,0.0,0.6131,0.6131,0.0,0.3066,0.3066,0.3066,0.3066,0.3066,0.0,0.6131,0.6131,0.0,0.0,0.6131,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1819,0.2708,0.2408,0.1819,0.2708,0.2408
0.0,0.0,0.0,0.0,0.4603,0.4603,0.4603,2.7618,0.0,0.0,0.9206,0.0,0.0,0.0,0.9206,0.9206,0.9206,0.4603,0.0,0.9206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672,0.1875,0.185,0.1672,0.1875,0.185
0.307,0.614,0.307,0.307,0.614,1.2281,0.614,0.307,0.0,0.307,0.614,0.0,0.614,0.0,0.0,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.2623,0.2277,0.203,0.2623,0.2277
0.6458,0.0,0.0,0.6458,0.0,0.3229,0.6458,0.0,0.0,0.3229,0.6458,1.9375,0.0,0.0,0.0,0.3229,0.6458,0.0,0.0,0.3229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2351,0.2853,0.1566,0.2351,0.2853,0.1566
0.0,0.3455,0.0,0.0,0.0,0.691,0.3455,0.3455,0.0,0.0,1.7274,1.0365,0.0,0.0,0.3455,0.0,0.0,0.0,1.0365,0.3455,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2681,0.2211,0.1654,0.2681,0.2211,0.1654
0.0,0.3938,0.3938,0.0,0.0,0.0,1.1813,0.0,0.0,0.3938,0.0,0.7875,0.3938,0.0,0.0,0.7875,0.7875,0.3938,0.0,0.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.2156,0.184,0.2067,0.2156,0.184,0.2067
0.3713,1.114,0.7426,0.0,0.0,0.3713,0.0,0.3713,0.0,0.3713,0.0,0.0,0.3713,0.7426,0.0,0.0,0.0,0.3713,0.0,0.7426,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.2497,0.2014,0.1776,0.2497,0.2014,0.1776
0.3852,0.3852,0.0,0.0,0.0,0.3852,0.0,1.1556,0.0,0.3852,0.7704,0.3852,0.0,0.3852,0.0,0.7704,0.0,0.0,0.3852,0.3852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.2096,0.1927,0.2125,0.2096,0.1927
0.6983,0.0,0.3492,0.6983,0.6983,0.0,0.0,0.0,0.3492,0.0,0.6983,0.6983,0.0,0.3492,0.3492,0.6983,0.3492,0.0,0.3492,0.6983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.1771,0.2129,0.2609,0.1771,0.2129
0.3713,0.7426,0.7426,0.0,0.0,0.0,0.3713,0.0,0.7426,0.3713,0.0,0.7426,0.3713,0.7426,0.0,0.0,0.0,0.0,0.0,0.3713,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.2119,0.2059,0.211,0.2119,0.2059
0.0,0.3241,0.0,0.9724,0.0,0.3241,0.9724,0.3241,0.0,0.9724,0.9724,0.0,0.0,0.3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2562,0.2186,0.2011,0.2562,0.2186,0.2011
0.3813,0.0,0.0,0.3813,0.0,0.0,1.1438,0.3813,0.0,0.0,1.1438,0.3813,0.0,0.0,1.1438,0.0,0.0,0.0,0.0,1.1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.1585,0.2304,0.2298,0.1585,0.2304,0.2298
0.7298,0.3649,0.0,0.0,0.0,0.7298,0.3649,0.0,0.3649,0.3649,1.0947,0.7298,0.0,0.0,0.3649,0.3649,0.3649,0.0,0.0,1.4595,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2324,0.2125,0.1902,0.2324,0.2125,0.1902
0.7309,0.7309,0.2436,0.2436,0.0,0.2436,0.7309,0.2436,0.2436,0.0,0.4873,0.2436,0.0,0.0,0.0,0.2436,0.4873,0.0,0.7309,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2802,0.2366,0.2396,0.2802,0.2366,0.2396
0.4905,0.0,0.4905,0.4905,0.0,0.0,0.4905,0.4905,0.0,0.4905,0.981,0.0,0.0,0.4905,0.0,0.0,1.9619,0.0,0.0,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.1463,0.1925,0.1707,0.1463,0.1925,0.1707
0.4003,0.4003,0.0,0.4003,0.4003,0.0,0.0,0.4003,0.0,0.8007,0.8007,0.8007,0.0,0.4003,0.0,0.0,0.0,0.4003,0.0,0.4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043,0.2504,0.1449,0.2043,0.2504,0.1449
0.0,0.8131,0.4065,0.0,0.0,0.4065,0.4065,0.0,0.0,0.8131,1.2196,0.0,0.4065,0.0,0.0,0.8131,0.4065,0.0,0.0,0.4065,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1627,0.2128,0.2179,0.1627,0.2128,0.2179
0.0,0.4359,0.0,0.4359,0.0,0.0,0.0,0.0,2.1796,0.4359,0.4359,0.4359,0.0,0.0,0.0,0.8719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1811,0.1781,0.2048,0.1811,0.1781,0.2048
0.0,0.0,0.3307,0.9921,0.3307,0.3307,0.9921,0.0,0.0,0.3307,0.9921,0.3307,0.3307,0.0,0.0,0.3307,0.0,0.0,0.6614,0.6614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.2472,0.1851,0.237,0.2472,0.1851
0.5256,0.0,0.5256,0.5256,0.0,1.0512,0.0,0.0,0.0,1.5768,3.6791,0.0,0.0,0.0,0.0,0.0,0.5256,1.0512,0.5256,0.5256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1363,0.1805,0.1575,0.1363,0.1805,0.1575
0.378,0.0,0.7559,0.7559,0.0,0.0,0.378,0.7559,0.0,0.378,0.7559,0.7559,0.0,0.0,0.378,0.378,0.0,0.0,0.7559,1.1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.221,0.227,0.174,0.221,0.227,0.174
2.3246,0.5812,0.0,0.0,0.0,0.0,0.0,2.9058,0.0,0.0,0.0,0.0,0.0,0.0,2.3246,0.0,0.5812,0.0,0.0,0.0,0.0003,0.0001,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0,0.1531,0.1522,0.1136,0.1531,0.1522,0.1136
0.4008,0.4008,0.0,0.4008,0.0,0.4008,0.4008,0.4008,1.2025,0.8017,1.2025,0.0,0.4008,0.4008,0.0,0.4008,0.0,0.4008,0.8017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.1834,0.2388,0.1769,0.1834,0.2388,0.1769
0.0,0.0,0.9088,0.0,0.0,0.4544,0.0,0.4544,0.0,0.9088,1.3633,0.9088,0.0,0.4544,0.4544,0.9088,0.9088,0.0,0.0,0.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.2014,0.1832,0.161,0.2014,0.1832
0.6971,0.0,0.0,1.3942,0.0,0.0,0.3485,0.0,0.0,0.3485,0.6971,0.3485,0.3485,0.0,0.0,0.0,1.3942,0.0,0.0,0.6971,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2187,0.2222,0.2106,0.2187,0.2222,0.2106
0.0,0.0,0.9693,0.9693,0.0,0.4846,0.0,0.9693,0.0,0.9693,0.0,0.0,0.0,0.0,0.9693,0.4846,0.4846,0.0,0.9693,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.1607,0.1936,0.1611,0.1607,0.1936,0.1611
1.0529,0.351,0.0,0.351,0.0,0.7019,0.0,0.351,0.0,0.351,1.4039,0.7019,0.0,0.7019,0.351,0.0,0.351,0.0,0.0,0.351,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2506,0.2611,0.1374,0.2506,0.2611,0.1374
1.2313,0.0,0.0,0.4104,0.0,0.4104,0.4104,0.4104,0.4104,0.8209,0.4104,0.0,0.0,0.0,0.0,0.0,0.4104,0.0,0.8209,0.4104,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.2144,0.1936,0.1815,0.2144,0.1936,0.1815
1.7382,0.0,0.4345,0.4345,0.0,0.0,0.4345,0.4345,0.4345,0.8691,0.0,0.4345,0.4345,0.4345,0.8691,0.8691,0.0,0.0,0.0,0.8691,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1848,0.179,0.2016,0.1848,0.179,0.2016
0.723,0.0,0.3615,0.3615,0.0,0.0,0.3615,1.0844,0.3615,0.723,0.3615,0.3615,0.0,0.0,0.3615,0.0,1.0844,0.3615,0.0,0.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.167,0.223,0.2485,0.167,0.223,0.2485
0.0,0.4216,1.6863,0.0,0.0,0.0,0.0,0.4216,0.4216,0.8431,0.8431,0.0,0.0,0.4216,0.0,0.0,0.8431,0.0,0.0,0.4216,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149,0.1955,0.168,0.2149,0.1955,0.168
0.5007,0.0,1.0015,0.0,0.0,0.0,0.0,1.0015,0.0,0.5007,0.5007,1.0015,0.5007,0.0,0.0,0.0,0.5007,0.0,0.0,2.0029,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.1565,0.165,0.1777,0.1565,0.165,0.1777
0.0,0.7374,0.0,1.1061,0.0,0.0,0.3687,1.4749,0.0,0.0,0.3687,0.3687,0.0,0.0,0.7374,0.0,0.3687,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.1588,0.2615,0.2111,0.1588,0.2615,0.2111
0.6176,0.3088,0.3088,0.6176,0.0,0.9265,0.9265,0.0,0.3088,0.6176,0.9265,0.0,0.0,0.0,0.0,0.0,0.6176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2897,0.1909,0.2105,0.2897,0.1909,0.2105
0.7736,0.0,0.0,0.7736,0.0,0.7736,0.0,0.0,0.3868,0.3868,1.1604,0.3868,0.0,0.3868,1.1604,0.3868,0.0,0.0,0.0,1.1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.2312,0.2324,0.1496,0.2312,0.2324,0.1496
0.3729,0.3729,0.3729,0.3729,0.3729,0.0,0.3729,1.8647,0.3729,0.7459,0.3729,0.0,0.3729,0.3729,0.3729,0.0,0.3729,0.0,0.0,0.3729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586,0.1673,0.2011,0.2586,0.1673,0.2011
0.3699,0.0,0.0,0.0,0.0,0.0,1.1098,0.0,0.7399,0.0,0.3699,1.1098,0.0,0.0,0.0,0.7399,0.3699,0.0,0.0,0.7399,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.2313,0.2629,0.1359,0.2313,0.2629,0.1359
0.3958,0.0,0.3958,0.3958,0.3958,0.3958,0.3958,0.3958,0.0,0.3958,0.0,0.3958,0.3958,0.3958,0.0,0.7917,0.3958,0.0,0.0,0.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1808,0.2128,0.2105,0.1808,0.2128,0.2105
0.3904,0.7809,0.0,0.0,0.0,0.0,0.0,0.7809,0.3904,0.3904,0.7809,0.0,0.0,0.0,0.3904,0.7809,0.0,0.3904,0.3904,0.3904,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2175,0.1904,0.2017,0.2175,0.1904,0.2017
0.3432,0.0,0.3432,0.6863,0.0,0.0,0.6863,0.3432,0.0,1.0295,0.3432,0.6863,0.0,0.0,0.3432,0.3432,0.6863,0.0,0.0,0.3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308,0.2234,0.2027,0.2308,0.2234,0.2027
0.6881,0.0,0.0,1.3761,0.0,0.0,0.0,1.0321,0.0,1.3761,0.0,0.344,0.0,0.0,0.344,0.344,0.6881,0.0,0.344,0.344,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529,0.1769,0.2261,0.2529,0.1769,0.2261
0.4006,1.2017,0.0,0.4006,0.4006,0.0,0.0,0.0,0.0,0.0,0.4006,0.0,0.0,0.0,0.8011,0.8011,0.4006,0.0,0.8011,0.4006,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2853,0.2358,0.0784,0.2853,0.2358,0.0784
0.0,0.0,0.3451,0.3451,0.0,0.0,0.0,0.6902,0.6902,0.6902,0.3451,1.0353,0.0,0.0,0.0,0.6902,0.3451,0.0,0.3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2385,0.1884,0.228,0.2385,0.1884,0.228
1.5175,0.0,0.0,0.0,0.5058,0.5058,1.0116,2.0233,0.0,0.0,1.0116,0.0,0.0,0.0,0.5058,2.0233,1.0116,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.1708,0.1498,0.1736,0.1708,0.1498,0.1736
1.2473,0.0,0.0,0.0,0.0,0.6236,0.0,1.8709,0.0,0.0,3.1182,0.0,0.0,0.6236,0.6236,0.6236,0.0,0.0,0.0,0.6236,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1366,0.1001,0.1396,0.1366,0.1001
0.3553,0.7107,0.0,0.0,0.0,0.3553,0.7107,0.0,0.3553,0.0,0.7107,0.0,0.3553,0.7107,1.066,0.7107,0.7107,0.0,0.0,0.3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.2313,0.2534,0.1599,0.2313,0.2534,0.1599
0.6456,0.0,0.3228,0.9684,0.0,0.0,0.0,0.6456,0.0,0.6456,0.3228,1.2912,0.0,0.0,0.0,0.3228,0.3228,0.0,0.3228,0.6456,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2697,0.2029,0.2046,0.2697,0.2029,0.2046
0.2882,0.8645,0.0,0.8645,0.0,0.0,0.0,0.5763,0.8645,0.2882,0.5763,0.0,0.2882,0.2882,0.2882,0.2882,0.2882,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2309,0.2639,0.2171,0.2309,0.2639,0.2171
0.0,0.0,1.0445,0.5222,0.0,1.0445,0.0,0.5222,0.5222,0.0,0.0,0.0,0.0,0.5222,0.0,0.5222,1.0445,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.1659,0.1527,0.1592,0.1659,0.1527,0.1592
1.9937,0.0,0.4984,0.0,0.0,0.0,0.0,1.4953,0.4984,0.0,0.4984,0.4984,0.4984,0.0,0.4984,0.4984,0.9969,0.0,0.0,0.4984,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.2081,0.1488,0.1447,0.2081,0.1488,0.1447
1.0145,0.0,1.6909,0.3382,0.0,0.3382,0.3382,0.6764,0.3382,0.0,0.3382,1.6909,0.0,0.0,1.0145,0.0,0.0,0.0,0.0,0.3382,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.26,0.1914,0.2104,0.26,0.1914,0.2104
0.0,1.0121,0.3374,0.0,0.3374,2.0242,0.6747,0.3374,0.0,0.0,1.0121,0.3374,0.0,0.3374,0.3374,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333,0.2336,0.1957,0.2333,0.2336,0.1957
1.3506,0.3376,0.0,0.0,0.0,1.3506,0.6753,0.3376,0.0,0.0,1.0129,0.6753,0.0,0.3376,0.0,0.3376,0.3376,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2793,0.2145,0.1685,0.2793,0.2145,0.1685
0.3643,0.0,0.3643,1.0928,0.0,0.3643,0.3643,0.0,0.7285,1.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.3643,0.0,0.3643,0.3643,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2395,0.1958,0.2005,0.2395,0.1958,0.2005
0.4291,0.0,0.4291,0.0,0.0,0.0,0.8583,0.0,0.0,0.4291,1.2874,0.0,0.4291,0.8583,0.4291,0.0,1.2874,0.0,0.8583,1.2874,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.211,0.1777,0.1822,0.211,0.1777,0.1822
0.0,1.4533,1.1626,0.2907,0.0,0.0,0.872,0.2907,0.2907,0.0,0.0,0.0,0.0,0.0,0.2907,0.5813,0.2907,0.0,0.2907,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2864,0.1756,0.2474,0.2864,0.1756,0.2474
0.545,0.545,0.0,0.0,0.0,0.0,0.0,1.0901,0.0,1.0901,1.6351,0.0,0.545,1.0901,0.545,0.0,0.0,0.0,0.545,1.0901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.1669,0.148,0.1401,0.1669,0.148,0.1401
0.0,0.4344,0.0,0.0,0.0,0.8687,0.8687,0.4344,0.0,0.8687,0.8687,0.4344,0.0,0.0,0.0,0.8687,0.0,0.0,0.0,0.8687,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.2225,0.203,0.1402,0.2225,0.203,0.1402
0.0,0.4307,0.0,1.2922,0.0,0.0,0.4307,0.0,0.4307,0.0,0.0,0.8614,0.0,0.0,0.0,0.0,0.0,0.0,0.4307,1.2922,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.2275,0.2264,0.1154,0.2275,0.2264,0.1154
0.0,0.3027,0.3027,0.3027,0.0,0.0,0.3027,0.908,0.3027,0.3027,0.908,0.6053,0.0,0.908,0.3027,0.3027,0.3027,0.0,0.0,0.3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.2772,0.2504,0.1698,0.2772,0.2504,0.1698
1.2589,0.4196,0.4196,0.0,0.0,0.8393,0.0,1.2589,0.0,0.4196,0.0,0.0,0.0,0.8393,0.4196,1.2589,0.4196,0.4196,0.0,0.4196,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.2127,0.1757,0.192,0.2127,0.1757,0.192
0.4153,0.0,0.4153,0.4153,0.0,0.8306,0.0,0.0,0.0,0.0,1.2458,0.8306,0.0,1.2458,0.0,0.4153,0.4153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2372,0.0975,0.25,0.2372,0.0975
0.4132,0.4132,0.0,0.0,0.0,0.4132,0.0,0.8265,0.8265,0.0,0.4132,0.0,0.0,1.2397,1.2397,1.2397,0.4132,0.0,0.0,0.8265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.2183,0.2129,0.1556,0.2183,0.2129,0.1556
0.0,0.0,0.0,0.3088,0.0,0.6175,0.9263,0.3088,0.0,0.9263,0.3088,1.2351,0.3088,0.0,0.3088,0.3088,0.6175,0.0,0.3088,0.3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2275,0.2455,0.2183,0.2275,0.2455,0.2183
