,gbc,et,catboost,dt,ada
positive67,0.7329380228018368,0.77,0.7529467967556336,0.7544642857142857,0.5137968078963249
positive68,0.4504531901973984,0.9,0.5375993918324398,0.2048530097993467,0.4831902004739243
positive69,0.08224534551476402,0.06,0.08430714339311314,0.2048530097993467,0.4701157943834667
positive70,0.7492761093239626,0.97,0.7541897110295682,0.5411471321695761,0.5060143387317436
positive71,0.8398821667844522,0.97,0.836105025000401,0.5411471321695761,0.5089068820096408
positive72,0.424375373267514,0.48,0.5561468616493382,0.5411471321695761,0.4642641273383438
positive73,0.7656116236912387,0.99,0.8229795067257849,0.38636363636363635,0.5034375834157906
positive74,0.7726021412912267,0.635,0.8452186014744257,0.5411471321695761,0.5145927837478238
positive75,0.6552291802388188,0.96,0.7059642682571773,0.5411471321695761,0.5063511050112119
positive76,0.5052053509487567,0.9,0.4672395364393971,0.2048530097993467,0.485897393248459
positive77,0.8838179090496825,1.0,0.8371981165268151,0.5411471321695761,0.5097739442181755
positive78,0.7228432277875497,0.91,0.7314715206968465,0.2048530097993467,0.4876485880829433
positive79,0.555974860757512,1.0,0.5219725115106687,0.2048530097993467,0.4829916540710164
positive80,0.7729700141328685,0.87,0.7237580048365444,0.7759562841530054,0.509215322430193
positive81,0.9125082427188438,0.99,0.9660643034023865,0.8044444444444444,0.5260581459227135
positive82,0.5064236138767254,0.47,0.6164835151097205,0.2048530097993467,0.5063880689269735
positive83,0.4280014683319609,1.0,0.618016372014654,0.2048530097993467,0.48571095592357
positive84,0.6663639660467922,0.91,0.6320669801345328,0.5411471321695761,0.5037401921696202
positive85,0.7739585088333553,0.7,0.8344472583547329,0.7544642857142857,0.512690964746503
positive86,0.6795060250716844,1.0,0.5834464117240405,0.7544642857142857,0.503903986700684
positive87,0.8850601758081664,0.79,0.9055798103492488,0.8044444444444444,0.5175846351415831
positive88,0.8385674942573706,0.85,0.8873830705419932,0.7544642857142857,0.5119059977427349
positive89,0.8136175129260652,0.96,0.8750344937711549,0.7759562841530054,0.5063811212988998
positive90,0.681539661913396,0.98,0.7405752527549712,0.5411471321695761,0.5085149607623363
positive91,0.37338020201046146,1.0,0.4656728580447825,0.2048530097993467,0.4818186392975892
positive92,0.41243769919567197,0.74,0.37192568114113894,0.2048530097993467,0.48156151130992536
positive93,0.19087876257150396,0.33,0.1642710409378265,0.2048530097993467,0.4799040153198615
positive94,0.6129805534343127,0.72,0.6177377083051612,0.7759562841530054,0.5109968489291977
positive95,0.4874971170627339,1.0,0.5342698156461173,0.2048530097993467,0.47918326627128804
positive96,0.32819966976332343,0.95,0.4580139450975784,0.2048530097993467,0.4780301814169634
positive97,0.7181475560782355,0.97,0.7532150623806302,0.5411471321695761,0.5054501277344673
positive98,0.1718936545848072,0.91,0.31315288887675663,0.2048530097993467,0.4761443254129069
positive99,0.32407913891720996,0.48,0.2852491576878263,0.5411471321695761,0.49483619685211777
positive100,0.6264815078593384,0.59,0.6861249696106168,0.5411471321695761,0.5104164862494865
positive101,0.7647308438602768,1.0,0.7754322176784697,0.8044444444444444,0.5096401923623801
positive102,0.8520032574788745,0.67,0.8023750619182359,0.7544642857142857,0.5134983010105372
positive103,0.5136281502755511,0.45,0.49794848505329403,0.5411471321695761,0.5023689188215946
positive104,0.6700156322707914,0.6,0.4613823378176444,0.7759562841530054,0.5020864988858846
positive105,0.8156168569444894,0.82,0.7932680133571696,0.4533333333333333,0.5185381268075265
positive106,0.4022344040068783,0.51,0.630726758130376,0.2048530097993467,0.49829005985724373
positive107,0.9069723411507834,1.0,0.915373684355416,0.5411471321695761,0.5183682652204756
positive108,0.6262617458673525,1.0,0.7179856008903178,0.5411471321695761,0.5025330306487162
positive109,0.27822152778795917,0.37,0.3790801181015526,0.5411471321695761,0.49348584338956114
positive110,0.7804476081368641,0.64,0.7877682212413853,0.7544642857142857,0.5117017103795841
positive111,0.711957748294623,0.67,0.6832024484368893,0.7759562841530054,0.5093445256951561
positive112,0.5902220951573538,0.88,0.7495323510805417,0.4533333333333333,0.5132684468834172
positive113,0.6570842370075468,0.66,0.5715781009820345,0.5411471321695761,0.5021854757114579
positive114,0.5921664805207886,0.53,0.5357929614670828,0.5411471321695761,0.5019274370603598
positive115,0.4435668160997086,0.92,0.6351317666114908,0.2048530097993467,0.4830794817553394
positive116,0.44382797803468094,1.0,0.4506115143060704,0.2048530097993467,0.48101517757497486
positive117,0.7592427924875124,0.72,0.8115445388600075,0.7759562841530054,0.515304456096122
positive118,0.25910330998822,1.0,0.33654485491194785,0.2048530097993467,0.4831673369944016
positive119,0.5497882237927749,0.89,0.6116003691766485,0.2048530097993467,0.48489328991671277
positive120,0.8384844894612226,0.89,0.8832252498814105,0.5411471321695761,0.5101105470107449
positive121,0.8162643881914008,1.0,0.864525745408034,0.8044444444444444,0.5136907551777016
positive122,0.63520276697351,0.49,0.7233101983761884,0.5411471321695761,0.5112605712630497
positive123,0.8367953442429379,1.0,0.8520062098424238,0.7544642857142857,0.5154794113170222
positive124,0.6726748297572214,0.88,0.763825944650821,0.5411471321695761,0.504700988811312
positive125,0.7731512530793939,1.0,0.7974410825816822,0.5411471321695761,0.5127064438632635
positive126,0.7041337378419709,0.73,0.7009625696950142,0.5411471321695761,0.5117730351690402
positive127,0.7652365150534207,0.95,0.7538288717589661,0.5411471321695761,0.5066034940923146
positive128,0.17559230456415786,0.52,0.27037394092283235,0.2048530097993467,0.4784470558201108
positive129,0.5379641458235883,0.47,0.5080383231883787,0.5411471321695761,0.5055749381497422
positive130,0.7368667356453328,0.91,0.7511994872702518,0.5411471321695761,0.5065276194767077
positive131,0.7334976429936813,0.99,0.8320944664632165,0.5411471321695761,0.5057493913040925
positive132,0.35292666026395636,0.5,0.6095753344044338,0.5411471321695761,0.5069657810836963
positive133,0.7336327025112701,0.65,0.7801302765837952,0.8044444444444444,0.5098779642674018
positive134,0.9205686958774205,1.0,0.9522744382411014,0.7544642857142857,0.5120808331734066
positive135,0.6114179614765133,0.75,0.694006837360845,0.7544642857142857,0.5064824802405344
positive136,0.8941798454168054,0.99,0.8727110252511163,0.7544642857142857,0.5089700747705298
positive137,0.4047232651952686,0.97,0.5073605296785536,0.38636363636363635,0.4854683589341312
positive138,0.8613117015586572,1.0,0.8585188473365158,0.8044444444444444,0.5117636905946221
positive139,0.8967107378525043,0.77,0.8269262766165475,0.7544642857142857,0.5157273043324957
positive140,0.546633213541633,0.64,0.5752921778107944,0.7544642857142857,0.5092599495366101
positive141,0.6607853093338787,1.0,0.5934518977875128,0.5411471321695761,0.504966130881931
positive142,0.48713113223647975,0.89,0.5139576349926522,0.5411471321695761,0.4939132404286113
positive143,0.407124196019078,0.49,0.3949373862704517,0.4533333333333333,0.5080550533640698
positive144,0.8747285612301597,0.58,0.8345032532109569,0.7544642857142857,0.5141527471850315
positive145,0.7538267260991711,1.0,0.7590769880603232,0.5411471321695761,0.5181447342340929
positive146,0.5573465418211064,0.44,0.6957241976218904,0.5411471321695761,0.5111313408690236
positive147,0.6980063524429936,0.59,0.7209967822385417,0.4533333333333333,0.5094116807247057
positive148,0.8146460215152787,1.0,0.7251508010976063,0.7759562841530054,0.5031545488808475
positive149,0.9346111076867082,0.98,0.9319203878445487,0.7544642857142857,0.518056857969413
positive150,0.8845412148017875,1.0,0.9105407965333551,0.7759562841530054,0.5179514059298855
positive151,0.5021571570650687,0.54,0.5987062675524858,0.5411471321695761,0.5098969336299862
positive152,0.8711558019115313,0.79,0.8882172308882682,0.7544642857142857,0.5141202864776862
positive153,0.481147555726182,0.87,0.514632678322905,0.2048530097993467,0.4822630323235993
positive154,0.36647798271538146,0.26,0.24252007480354726,0.2048530097993467,0.48361181632800065
positive155,0.69641493562614,0.64,0.6051067178048648,0.5411471321695761,0.5019650081209532
positive156,0.5375134196275876,0.59,0.5476756161313416,0.5411471321695761,0.5023558145840794
positive157,0.5869123109050464,0.625,0.7881888922405159,0.7759562841530054,0.5039749379099765
positive158,0.7754528510673017,0.905,0.6648805577526054,0.7544642857142857,0.5102166461043598
positive159,0.8817683057720122,1.0,0.8170371828443038,0.8044444444444444,0.5188248756399507
positive160,0.7534395014557601,0.98,0.8029270579168095,0.5411471321695761,0.5077688296937032
positive161,0.8804575448918257,1.0,0.9110078483294052,0.7544642857142857,0.5143003666005738
positive162,0.20355531115718867,0.17,0.06430415952807156,0.2048530097993467,0.4704699119575818
positive163,0.5433605510455298,0.91,0.6058030865478568,0.2048530097993467,0.48929050624392584
positive164,0.8232007273003475,0.98,0.7920369099952254,0.5411471321695761,0.5091796166373826
positive165,0.8459968982832435,0.7,0.8124021880520087,0.8044444444444444,0.5154420805510825
positive166,0.3113047747559529,0.9,0.3557385845124407,0.2048530097993467,0.47729459530316176
positive167,0.8116444582259544,0.82,0.8618796072818476,0.8044444444444444,0.5254979351209307
positive168,0.7874756992822018,0.95,0.8865150315675014,0.7544642857142857,0.5057876460758726
positive169,0.7809774342223342,0.925,0.706473484600651,0.7544642857142857,0.5097906853763124
positive170,0.869648262724608,0.96,0.909029776453966,0.7544642857142857,0.5070533302936371
positive171,0.8730621414062486,0.83,0.8784421513395109,0.5411471321695761,0.5181054913971372
positive172,0.14026155510046162,0.08,0.1204093648264379,0.2048530097993467,0.47409569727945
positive173,0.19027216712676454,0.35,0.21330763053371968,0.2048530097993467,0.48317375812077334
